id,student_info_id,father_name,father_occupation,father_phone,mother_name,mother_occupation,mother_phone,guardian_name,guardian_relationship,guardian_phone,created_at,updated_at,deleted_at
,C00-0684,David Barnett,Private music teacher,9604178337,Rebecca Bush,English as a second language teacher,9550327281,,,,33:39.0,33:39.0,
,C00-0685,Andrew Brown,Primary school teacher,9025778918,Nancy Hicks,IT technical support officer,9670289741,,,,33:39.0,33:39.0,
,C00-0686,,,,,,,Christine Baldwin,Grandparent,9766028172,33:39.0,33:39.0,
,C00-0687,Kenneth Smith,Clinical embryologist,9005541302,Erica Richardson,IT trainer,9165165764,,,,33:39.0,33:39.0,
,C00-0688,,,,,,,Linda Weaver,Aunt,9855420143,33:39.0,33:39.0,
,C00-0689,,,,,,,Leslie Spencer,Uncle,9349278275,33:39.0,33:39.0,
,C00-0690,Michael Lewis MD,Licensed conveyancer,9397416303,Emily Benson,Dispensing optician,9991238411,,,,33:39.0,33:39.0,
,C00-0691,Michael Smith,Actuary,9886744680,Carol Waters,Theatre director,9902623661,,,,33:39.0,33:39.0,
,C00-0692,Joshua Harmon MD,Public relations officer,9582472535,Patricia Williams,"Engineer, broadcasting (operations)",9367654037,,,,33:39.0,33:39.0,
,C00-0693,,,,,,,Ryan Vazquez,Uncle,9873324819,33:39.0,33:39.0,
,C00-0694,Kenneth Gomez,Further education lecturer,9980518205,Samantha Raymond,"Sound technician, broadcasting/film/video",9688481695,,,,33:39.0,33:39.0,
,C00-0695,Jacob Williams,Agricultural engineer,9574213009,Danielle Ortiz,Marine scientist,9673446426,,,,33:39.0,33:39.0,
,C00-0696,Eric Walker,Logistics and distribution manager,9259770530,Nicole Turner,Commercial art gallery manager,9513193837,,,,33:39.0,33:39.0,
,C00-0697,,,,,,,Robert Poole,Grandparent,9054453333,33:39.0,33:39.0,
,C00-0698,Dr. Richard Schmidt,Intelligence analyst,9983451859,Christine Ryan,Radiation protection practitioner,9353248184,,,,33:39.0,33:39.0,
,C00-0699,Vincent Bonilla,Sports therapist,9693048962,Abigail Peters,Licensed conveyancer,9968971256,,,,33:39.0,33:39.0,
,C00-0700,Tyler Harper,Bonds trader,9076645181,Kelly Johnson,Fine artist,9838892496,,,,33:39.0,33:39.0,
,C00-0701,,,,,,,Danielle Salazar,Uncle,9707463584,33:39.0,33:39.0,
,C00-0702,,,,,,,Michael Hanson,Grandparent,9917458874,33:39.0,33:39.0,
,C00-0703,,,,,,,Brian Browning,Grandparent,9877907895,33:39.0,33:39.0,
,C00-0704,Kyle Taylor,Network engineer,9914387628,Kendra Rodriguez,Retail buyer,9008292246,,,,33:39.0,33:39.0,
,C00-0705,Charles Anderson,Environmental manager,9263865325,Rachel Stephens,Soil scientist,9274177395,,,,33:39.0,33:39.0,
,C00-0706,Adam Shelton,Chartered public finance accountant,9926642111,Lori Lam,"Horticulturist, commercial",9953092827,,,,33:39.0,33:39.0,
,C00-0707,,,,,,,Matthew Carlson,Aunt,9557837749,33:39.0,33:39.0,
,C00-0708,,,,,,,Carol Garcia,Aunt,9543473171,33:39.0,33:39.0,
,C00-0709,Matthew Parks,"Editor, commissioning",9399845458,Joy Dixon,"Journalist, newspaper",9850630268,,,,33:39.0,33:39.0,
,C00-0710,Darren Mendez,Air broker,9771173053,Deborah Banks,Geophysical data processor,9210183852,,,,33:39.0,33:39.0,
,C00-0711,Anthony Horton,Oncologist,9943094711,Jessica Johns,Financial adviser,9006382937,,,,33:39.0,33:39.0,
,C00-0712,Michael Mason,"Surveyor, insurance",9774640682,Sylvia Hernandez,Best boy,9024991111,,,,33:39.0,33:39.0,
,C00-0713,,,,,,,Matthew Gomez,Uncle,9654667961,33:39.0,33:39.0,
,C00-0714,Anthony Ward,Insurance broker,9346979050,Angela Yang,Armed forces training and education officer,9519690877,,,,33:39.0,33:39.0,
,C00-0715,Wesley Sanchez,Animator,9860851737,Elizabeth Davis,"Administrator, Civil Service",9546016282,,,,33:39.0,33:39.0,
,C00-0716,Michael Spence MD,Materials engineer,9059333391,Jessica Sanders,Museum/gallery curator,9850142429,,,,33:39.0,33:39.0,
,C00-0717,Gary Bates,Tree surgeon,9300067788,Teresa Campbell,Radio broadcast assistant,9117864944,,,,33:39.0,33:39.0,
,C00-0718,Keith Ellis,Acupuncturist,9931842796,Crystal Wilson,Arts development officer,9217874305,,,,33:39.0,33:39.0,
,C00-0719,,,,,,,Derek Gilbert,Uncle,9735982734,33:39.1,33:39.1,
,C00-0720,Mark Smith,Media buyer,9722162413,Tonya Carey,Research scientist (life sciences),9946478954,,,,33:39.1,33:39.1,
,C00-0721,David Smith,Mudlogger,9698168712,Pamela Moore,Chief Strategy Officer,9492022807,,,,33:39.1,33:39.1,
,C00-0722,Eric Thompson,Photographer,9213341046,Jamie Martinez,Homeopath,9713056715,,,,33:39.1,33:39.1,
,C00-0723,Michael Morgan,"Nurse, mental health",9310135443,Rachel Carter,Financial risk analyst,9526457428,,,,33:39.1,33:39.1,
,C00-0724,Kenneth Byrd,Chief Operating Officer,9757822613,Diane Johns,Tax adviser,9430316301,,,,33:39.1,33:39.1,
,C00-0725,Kenneth Shelton,Commercial horticulturist,9622992861,Christine Jordan,Minerals surveyor,9306872207,,,,33:39.1,33:39.1,
,C00-0726,Jose Ingram,Financial controller,9969399747,Michele Olson,Publishing copy,9506321185,,,,33:39.1,33:39.1,
,C00-0727,,,,,,,Christina Mills,Aunt,9473537848,33:39.1,33:39.1,
,C00-0728,,,,,,,Paul Stevenson,Uncle,9210898175,33:39.1,33:39.1,
,C00-0729,,,,,,,Glenn Villanueva,Uncle,9635029589,33:39.1,33:39.1,
,C00-0730,Andrew Dean,Product manager,9960222604,Mikayla Tyler,"Therapist, drama",9770184748,,,,33:39.1,33:39.1,
,C00-0731,Jeffery Tanner,Administrator,9905933647,Mariah Burke,Film/video editor,9626558012,,,,33:39.1,33:39.1,
,C00-0732,Trevor Velazquez,"Pharmacist, community",9347209697,Kelli Robles,Leisure centre manager,9626291494,,,,33:39.1,33:39.1,
,C00-0733,Anthony Dougherty,Furniture conservator/restorer,9568576639,Kimberly Friedman,Magazine features editor,9699063180,,,,33:39.1,33:39.1,
,C00-0734,,,,,,,Adam Mccoy,Aunt,9808876950,33:39.1,33:39.1,
,C00-0735,Dalton Perry,Pension scheme manager,9332496195,Dana Brown,Arts administrator,9121728239,,,,33:39.1,33:39.1,
,C00-0736,William Knight,Advice worker,9484757649,Tina Pennington,Hydrographic surveyor,9556655460,,,,33:39.1,33:39.1,
,C00-0737,Joseph Booth,"Psychologist, educational",9940551565,April Nelson,"Editor, commissioning",9411352859,,,,33:39.1,33:39.1,
,C00-0738,Joshua Gonzalez,"Accountant, chartered management",9784228430,Gail Tran,Garment/textile technologist,9750273546,,,,33:39.1,33:39.1,
,C00-0739,Nathan Martinez,Risk manager,9784696071,Amanda Gutierrez,Patent attorney,9703037665,,,,33:39.1,33:39.1,
,C00-0740,Stephen Cole,Insurance claims handler,9854195805,Courtney Pearson,Naval architect,9741618606,,,,33:39.1,33:39.1,
,C00-0741,Benjamin Wells,Mental health nurse,9780022877,Melissa Taylor,Commissioning editor,9194391490,,,,33:39.1,33:39.1,
,C00-0742,Michael Bennett,Broadcast journalist,9327209355,Virginia Lewis,Training and development officer,9187597558,,,,33:39.1,33:39.1,
,C00-0743,,,,,,,Carla Molina,Aunt,9665395671,33:39.1,33:39.1,
,C00-0744,Mr. Alexander Chavez,Publishing rights manager,9954704294,Jessica Sanchez,Medical illustrator,9381510576,,,,33:39.1,33:39.1,
,C00-0745,,,,,,,Kimberly Collins,Grandparent,9312448543,33:39.1,33:39.1,
,C00-0746,Douglas Nguyen,Senior tax professional/tax inspector,9238725608,Frances Allen,Wellsite geologist,9537002308,,,,33:39.1,33:39.1,
,C00-0747,Noah Browning,"Teacher, special educational needs",9199365346,Melissa Fischer,"Engineer, materials",9690219788,,,,33:39.1,33:39.1,
,C00-0748,,,,,,,Kelly Kline,Aunt,9812151677,33:39.1,33:39.1,
,C00-0749,Michael Douglas,Accounting technician,9628618206,Shannon Hughes,Air cabin crew,9440640701,,,,33:39.1,33:39.1,
,C00-0750,Steven Rogers,Museum/gallery conservator,9572425812,Brittany Poole,"Research officer, trade union",9535969100,,,,33:39.1,33:39.1,
,C00-0751,Robert Luna,Legal executive,9655239893,Rachael Gross,Media buyer,9900282593,,,,33:39.1,33:39.1,
,C00-0752,,,,,,,Cheryl Hall,Uncle,9990915117,33:39.1,33:39.1,
,C00-0753,Mr. Stephen Taylor,"Engineer, electronics",9450624462,Dr. Karen Guzman MD,Retail manager,9920967339,,,,33:39.1,33:39.1,
,C00-0754,Joseph Vargas,"Development worker, community",9130991746,Alyssa Moyer,"Civil engineer, contracting",9113027567,,,,33:39.1,33:39.1,
,C00-0755,Samuel Harris,"Therapist, nutritional",9280249252,Kayla Dickson,Immigration officer,9392947163,,,,33:39.1,33:39.1,
,C00-0756,,,,,,,Lawrence Price,Aunt,9429346396,33:39.1,33:39.1,
,C00-0757,John Middleton,Local government officer,9981979940,Penny Graves,Print production planner,9018216215,,,,33:39.1,33:39.1,
,C00-0758,Jeffrey Mueller,Dietitian,9632944911,Lauren Sosa,"Geneticist, molecular",9688423912,,,,33:39.1,33:39.1,
,C00-0759,Mr. Brian Davis,Investment analyst,9365511848,Sarah Warren,Ceramics designer,9136303424,,,,33:39.1,33:39.1,
,C00-0760,,,,,,,Donna Russell,Uncle,9159525868,33:39.1,33:39.1,
,C00-0761,,,,,,,Blake White,Uncle,9843851926,33:39.1,33:39.1,
,C00-0762,Richard Alvarez,Sales promotion account executive,9298078994,Stephanie Hurst,"Education officer, museum",9458590401,,,,33:39.1,33:39.1,
,C00-0763,,,,,,,James Carlson Jr.,Grandparent,9084455473,33:39.1,33:39.1,
,C00-0764,Ronald Roth Jr.,"Surveyor, quantity",9987827974,Julie Henry,Control and instrumentation engineer,9656831307,,,,33:39.1,33:39.1,
,C00-0765,David Fischer,Systems developer,9203915014,Morgan Lee,Textile designer,9450943323,,,,33:39.1,33:39.1,
,C00-0766,Christopher Chang,Computer games developer,9620129515,Stacy Moore,Television camera operator,9428751686,,,,33:39.1,33:39.1,
,C00-0767,,,,,,,Heather Smith,Grandparent,9788887174,33:39.1,33:39.1,
,C00-0768,,,,,,,Danielle Cervantes,Aunt,9442261481,33:39.1,33:39.1,
,C00-0769,,,,,,,Brandi Smith,Uncle,9184215810,33:39.1,33:39.1,
,C00-0770,Aaron Trujillo,Forensic scientist,9740007296,Kimberly Hardin,Dealer,9825973616,,,,33:39.1,33:39.1,
,C00-0771,,,,,,,Ryan Kim,Grandparent,9260110724,33:39.1,33:39.1,
,C00-0772,Christopher Thomas,Forensic psychologist,9304314178,Hailey Carr,"Librarian, academic",9001911109,,,,33:39.1,33:39.1,
,C00-0773,Gregory Hall,"Administrator, charities/voluntary organisations",9118502878,Elizabeth Case,Technical author,9918170933,,,,33:39.1,33:39.1,
,C00-0774,,,,,,,David Hill,Grandparent,9023871202,33:39.1,33:39.1,
,C00-0775,Bobby Lloyd,Homeopath,9254270731,Carolyn Mcpherson,Advertising copywriter,9607046949,,,,33:39.1,33:39.1,
,C00-0776,Trevor Hickman,Adult nurse,9019952275,Barbara Campbell,Garment/textile technologist,9282084364,,,,33:39.1,33:39.1,
,C00-0777,Cody Bryant,Water quality scientist,9550624994,Pamela Baker,"Surveyor, commercial/residential",9341634147,,,,33:39.1,33:39.1,
,C00-0778,Ronald Scott,Arts development officer,9846224375,Caitlin Trevino,Local government officer,9487151890,,,,33:39.1,33:39.1,
,C00-0779,Zachary Nguyen,Social researcher,9141622085,Evelyn Gibson,"Engineer, materials",9544250405,,,,33:39.1,33:39.1,
,C00-0780,,,,,,,Molly Hernandez,Uncle,9829479471,33:39.1,33:39.1,
,C00-0781,David Cabrera,Paramedic,9378565407,Desiree Grimes,Psychiatrist,9492022712,,,,33:39.1,33:39.1,
,C00-0782,James Martinez,Automotive engineer,9396361876,Susan Scott,Best boy,9324112231,,,,33:39.1,33:39.1,
,C00-0783,Andrew Sims,Accounting technician,9626557719,Renee Bernard,"Education officer, museum",9027983933,,,,33:39.1,33:39.1,
,C00-0784,Matthew Smith,Call centre manager,9299227185,Teresa Smith,Housing manager/officer,9794587789,,,,33:39.1,33:39.1,
,C00-0785,Scott Torres,"Engineer, automotive",9323375545,Rebecca Johnson,"Nurse, adult",9872748252,,,,33:39.1,33:39.1,
,C00-0786,Jacob Brown,Geoscientist,9645109834,Andrea Holland,Chartered accountant,9751846359,,,,33:39.1,33:39.1,
,C00-0787,,,,,,,Miguel Rowe,Aunt,9796384954,33:39.1,33:39.1,
,C00-0788,Matthew Smith,"Engineer, site",9513636583,Sarah Pierce,Film/video editor,9931674877,,,,33:39.2,33:39.2,
,C00-0789,Samuel West,Adult guidance worker,9846017085,Joyce Gordon,Furniture designer,9819690965,,,,33:39.2,33:39.2,
,C00-0790,Keith Drake,Mechanical engineer,9531562387,Rachel Ramirez,Barrister,9408332040,,,,33:39.2,33:39.2,
,C00-0791,Zachary Cole,Interior and spatial designer,9436156503,Ashley Daniels,Public relations account executive,9391906532,,,,33:39.2,33:39.2,
,C00-0792,Frank Johnson,"Therapist, music",9137490292,Lindsey Barrera,Building surveyor,9561374425,,,,33:39.2,33:39.2,
,C00-0793,Steven Fleming,Science writer,9945158508,Teresa Adams,Advertising art director,9560080391,,,,33:39.2,33:39.2,
,C00-0794,John Meza,Holiday representative,9354252216,Jill Gonzalez,Insurance risk surveyor,9290480943,,,,33:39.2,33:39.2,
,C00-0795,Christopher Watson,"Engineer, maintenance (IT)",9466726726,Hailey Sanders,IT sales professional,9106435826,,,,33:39.2,33:39.2,
,C00-0796,Joshua Thompson,Astronomer,9512762425,Mrs. Deborah Wilson MD,Management consultant,9516643853,,,,33:39.2,33:39.2,
,C00-0797,Daniel Davis,Housing manager/officer,9638499942,Jessica Clark,Tax inspector,9926352266,,,,33:39.2,33:39.2,
,C00-0798,,,,,,,James Castro,Aunt,9080124368,33:39.2,33:39.2,
,C00-0799,Christopher Woodard,Recycling officer,9598594381,Melissa Rice,Economist,9327597950,,,,33:39.2,33:39.2,
,C00-0800,Willie Jackson,Software engineer,9927876035,Shelly Morgan,Environmental manager,9210913958,,,,33:39.2,33:39.2,
,C00-0801,,,,,,,Taylor Cline,Grandparent,9014357033,33:39.2,33:39.2,
,C00-0802,Joshua Smith,Trade mark attorney,9277634121,Amanda Wilson,Arboriculturist,9991247102,,,,33:39.2,33:39.2,
,C00-0803,,,,,,,Pamela Mcfarland,Aunt,9372130153,33:39.2,33:39.2,
,C00-0804,,,,,,,Raymond Stanley,Aunt,9677216531,33:39.2,33:39.2,
,C00-0805,Michael Johnson,"Engineer, maintenance",9859041193,Cynthia Pierce,Herbalist,9519605853,,,,33:39.2,33:39.2,
,C00-0806,,,,,,,Kimberly Wilkinson,Grandparent,9174927317,33:39.2,33:39.2,
,C00-0807,,,,,,,Benjamin Diaz,Uncle,9917917521,33:39.2,33:39.2,
,C00-0808,Jerry Parker,Arts development officer,9191775809,Stephanie Walker,Art therapist,9459485965,,,,33:39.2,33:39.2,
,C00-0809,,,,,,,Desiree Peterson,Aunt,9718876985,33:39.2,33:39.2,
,C00-0810,,,,,,,April Johnson,Grandparent,9200749366,33:39.2,33:39.2,
,C00-0811,Caleb Neal,Probation officer,9104945762,Michelle Stafford,"Editor, film/video",9806632804,,,,33:39.2,33:39.2,
,C00-0812,,,,,,,Daniel Taylor,Uncle,9548043666,33:39.2,33:39.2,
,C00-0813,,,,,,,Amy Richardson,Uncle,9533233152,33:39.2,33:39.2,
,C00-0814,Nathaniel Mueller,Legal secretary,9114577220,Pamela Castillo,Futures trader,9453724438,,,,33:39.2,33:39.2,
,C00-0815,William Rosales,Statistician,9978808954,Lisa Gregory,Environmental education officer,9373173964,,,,33:39.2,33:39.2,
,C00-0816,Zachary Cruz,"Social research officer, government",9264441680,Ashley Castillo,Warehouse manager,9388178768,,,,33:39.2,33:39.2,
,C00-0817,Jose Perez Jr.,Chief Financial Officer,9948479188,Jessica Benjamin,Psychiatrist,9315744508,,,,33:39.2,33:39.2,
,C00-0818,Samuel Krueger,Commissioning editor,9697138387,Crystal Wilson,Land,9549231324,,,,33:39.2,33:39.2,
,C00-0819,Patrick Dixon,Clinical embryologist,9080099475,Lori Hart,Information officer,9340995690,,,,33:39.2,33:39.2,
,C00-0820,Samuel Palmer,Geophysicist/field seismologist,9480069234,Linda Mcdaniel,Ophthalmologist,9662578785,,,,33:39.2,33:39.2,
,C00-0821,Joseph Curry,Orthoptist,9052355670,Amy Kent,"Designer, graphic",9370592681,,,,33:39.2,33:39.2,
,C00-0822,Michael Hill,"Editor, magazine features",9123951683,Christina Dickerson,Magazine features editor,9581409493,,,,33:39.2,33:39.2,
,C00-0823,Brian Potts,Structural engineer,9521571357,Theresa Vincent,Trading standards officer,9075101441,,,,33:39.2,33:39.2,
,C00-0824,William Gallegos,Armed forces operational officer,9180788418,Gwendolyn Ward,"Scientist, research (life sciences)",9938842608,,,,33:39.2,33:39.2,
,C00-0825,Phillip Welch,"Designer, fashion/clothing",9100034415,Jenny Harmon,Advertising account planner,9649276934,,,,33:39.2,33:39.2,
,C00-0826,Jose Hall,Purchasing manager,9625783989,Deanna Fisher,"Engineer, maintenance",9805890254,,,,33:39.2,33:39.2,
,C00-0827,,,,,,,Johnny Green,Uncle,9298499101,33:39.2,33:39.2,
,C00-0828,Michael Arnold,"Engineer, energy",9835521525,Megan Sanchez,"Psychotherapist, child",9028201895,,,,33:39.2,33:39.2,
,C00-0829,,,,,,,Robert Lawson,Grandparent,9305673917,33:39.2,33:39.2,
,C00-0830,Cory Smith,"Programmer, multimedia",9743170087,Karen Peters,Operations geologist,9527024218,,,,33:39.2,33:39.2,
,C00-0831,Zachary Brown,Professor Emeritus,9968264034,Regina Davis,Corporate investment banker,9710478048,,,,33:39.2,33:39.2,
,C00-0832,Matthew Dunn,Analytical chemist,9751642807,Stacy Williams,Animal nutritionist,9125459878,,,,33:39.2,33:39.2,
,C00-0833,Michael Hanson,Quantity surveyor,9476427974,Miss Marie Garrett,Maintenance engineer,9826317808,,,,33:39.2,33:39.2,
,C00-0834,Christopher Ruiz,Accounting technician,9870678725,Chelsea Davis,Games developer,9873833971,,,,33:39.2,33:39.2,
,C00-0835,,,,,,,Michelle Livingston,Aunt,9573977373,33:39.2,33:39.2,
,C00-0836,Christopher White,Armed forces logistics/support/administrative officer,9003322671,Janet Best,"Psychologist, forensic",9586310829,,,,33:39.2,33:39.2,
,C00-0837,Andrew Stephens,Biomedical engineer,9636416791,Sara Miller,Musician,9089700763,,,,33:39.2,33:39.2,
,C00-0838,Nathaniel Mcneil,Armed forces technical officer,9555924433,Madeline Parker DDS,Commercial horticulturist,9898616244,,,,33:39.2,33:39.2,
,C00-0839,Carl Griffin,English as a second language teacher,9693653476,Mary Watson,Arts development officer,9101589093,,,,33:39.2,33:39.2,
,C00-0840,James Stein,"Loss adjuster, chartered",9695589046,Sara Davis,Adult nurse,9778361085,,,,33:39.2,33:39.2,
,C00-0841,,,,,,,Mary Trujillo,Grandparent,9701470581,33:39.2,33:39.2,
,C00-0842,Terry Higgins,Pharmacologist,9110330138,Jessica Sutton,Intelligence analyst,9009069831,,,,33:39.2,33:39.2,
,C00-0843,Dale Willis,"Civil engineer, consulting",9466743390,Brittany Cohen,Quality manager,9415951683,,,,33:39.2,33:39.2,
,C00-0844,Alejandro Fritz,"Programmer, multimedia",9322888760,Dr. Sarah Meyer,Barrister,9304994348,,,,33:39.2,33:39.2,
,C00-0845,,,,,,,Tina Jordan,Uncle,9954523957,33:39.2,33:39.2,
,C00-0846,Russell Phillips,Investment analyst,9173063698,Christy Campbell,"Investment banker, corporate",9898212016,,,,33:39.2,33:39.2,
,C00-0847,,,,,,,Lacey Walters,Uncle,9800337926,33:39.2,33:39.2,
,C00-0848,,,,,,,Nicole Smith,Aunt,9762272797,33:39.2,33:39.2,
,C00-0849,Cody Turner,Contractor,9895907656,Valerie Welch,Quality manager,9228294122,,,,33:39.2,33:39.2,
,C00-0850,,,,,,,Julian Bass,Uncle,9394916956,33:39.2,33:39.2,
,C00-0851,Robert Ponce,Medical physicist,9793210975,Shannon Johnson,Health promotion specialist,9196398153,,,,33:39.2,33:39.2,
,C00-0852,,,,,,,Deborah Perez,Grandparent,9142164682,33:39.2,33:39.2,
,C00-0853,Christopher Waters,Television floor manager,9163611071,Danielle Hansen DVM,"Engineer, aeronautical",9218566336,,,,33:39.2,33:39.2,
,C00-0854,Richard White,Communications engineer,9975804868,Catherine Ruiz,Phytotherapist,9622945372,,,,33:39.2,33:39.2,
,C00-0855,Jay Sexton,"Surveyor, mining",9507235288,Mary Burns,Chief Financial Officer,9439520246,,,,33:39.2,33:39.2,
,C00-0856,Eric Rivera,Retail manager,9429949839,Kimberly Sanchez,Data processing manager,9670581102,,,,33:39.2,33:39.2,
,C00-0857,,,,,,,Michele Barnes,Grandparent,9267204014,33:39.2,33:39.2,
,C00-0858,Michael Murray,Museum/gallery curator,9217176830,Nancy Woods,Information systems manager,9549356152,,,,33:39.3,33:39.3,
,C00-0859,Steven Payne,Data processing manager,9690953347,Christina Phelps,"Journalist, magazine",9723547087,,,,33:39.3,33:39.3,
,C00-0860,Warren Anderson,Lexicographer,9816493606,Stacey Smith,"Accountant, chartered certified",9693013942,,,,33:39.3,33:39.3,
,C00-0861,Dean Ray,Sales promotion account executive,9498141520,Olivia Hughes,"Teacher, music",9550539617,,,,33:39.3,33:39.3,
,C00-0862,Gregory Quinn,Accounting technician,9094394609,Deborah Gonzalez,"Doctor, general practice",9578007317,,,,33:39.3,33:39.3,
,C00-0863,,,,,,,Mary White,Uncle,9352301056,33:39.3,33:39.3,
,C00-0864,John Lee,Sales promotion account executive,9382441746,Anna Williams,"Engineer, automotive",9040097945,,,,33:39.3,33:39.3,
,C00-0865,,,,,,,James Oconnell,Uncle,9489032974,33:39.3,33:39.3,
,C00-0866,Eric Nelson,Web designer,9086551668,Joann Osborne,Animator,9013780340,,,,33:39.3,33:39.3,
,C00-0867,Robert Griffin,Air cabin crew,9414126769,Sherri Crawford,Environmental consultant,9909441695,,,,33:39.3,33:39.3,
,C00-0868,,,,,,,Timothy Chambers,Grandparent,9848855601,33:39.3,33:39.3,
,C00-0869,William Wright,Public relations officer,9160215925,Mrs. Karen Miller,Glass blower/designer,9970993643,,,,33:39.3,33:39.3,
,C00-0870,Nicholas Gordon,Psychiatric nurse,9048976251,Karen Garcia,Medical physicist,9583903284,,,,33:39.3,33:39.3,
,C00-0871,Daniel Wright,"Research officer, trade union",9037886730,Ashley Walton,Geophysical data processor,9397253171,,,,33:39.3,33:39.3,
,C00-0872,Matthew Brooks,"Administrator, charities/voluntary organisations",9411528858,Kristine Mendoza,Freight forwarder,9042289189,,,,33:39.3,33:39.3,
,C00-0873,Richard Johnson,Field trials officer,9833557978,Isabella White,Theatre manager,9708328905,,,,33:39.3,33:39.3,
